No.,URL,Title,Description,Date,ID,Guest,Position,Company,Category,Stage,Biggest Challenge,SaaS Resources,Notes
014,http://saastr.libsyn.com/saastr-014-its-the-whole-enchilada-why-data-is-crucial-to-effective-content-marketing-how-to-use-it-to-decrease-customer-acquisition-cost-increase-basket-size,"SaaStr 014: 'It's The Whole Enchilada', Why Data Is Crucial To Effective Content Marketing & How To Use It To Decrease Customer Acquisition Cost & Increase Basket Size","On the show today I am thrilled to welcome Russell Glass, Head of Products For LinkedIn Marketing Solutions. Formerly founder, president and CEO of Bizo, a B2B audience marketing and data platform which he, from founding in 2008 to $50mm+ revenue run-rate and over 150 employees before being acquired by LinkedIn for $175mm in August of 2014 he really is a Serial technology entrepreneur, having founded or held senior positions at four venture-backed technology companies. If that wasn’t enough he is also the Co-author of The Big Data-Driven Business: How to Use Big Data to Win Customers, Beat Competitors, and Boost Profits  In today's show with Russell we discuss: What did Russ and the Bizo team do effectively that allowed them to scale, leading to their acquisition by Linkedin? Is customer focus a constraint on long term growth and how can you communicate this long term vision to your investors? How important a role will data play in the future of content marketing? How can SMB marketers determine which platforms will be most effective for them? To what extent can content marketing reduce customer acquisition? What are the other benefits? In a round we call the 60 Second Saastr, we also hear: Who Is Doing SMB Marketing Most Impressively At The Moment? The Biggest Leanring Curve From Being Acquired By LinkedIn? What SaaS resource or blog is a must for Russell? If you would like to find out more about the show and the guests presented you can follow us on Twitter here: Jason Lemkin Harry Stebbings Saastr Russell Glass",4/18/2016 5:26:55,171968301d4b408b0e388fa104dfb383,Russell Glass,Head of Marketing Products,LinkedIn,Social Media,Mature,NA,Digg,"Founder of Bizo, bought by LinkedIn; Focus (keep product focus even if you might leave money on the table) and Culture (hire only people we liked being around); Focus can be a constraint on short-term growth, lack of focus can be a constraint on long-term growth; content creation: 1000s of choices - you gotta simplify your problem (define your customer), then you can narrow down your content you'll create; content relevance: understand the lifecycle of your cusomer persona information needs, you become relevant as a marketer if you can meet them when they have those needs; content marketing now has to replace what the sales person used to do in the sales process; difference between small and large company is the speed and testing associated with course correction; hiring: instead of asking what, as why questions"
015,http://saastr.libsyn.com/saastr-015-nicolas-dessaigne-algolia-on-prioritising-company-culture-and-empowering-your-team-to-be-owners,Saastr 015: Nicolas Dessaigne @ Algolia on Prioritising Company Culture and Empowering Your Team To Be Owners,"Welcome to Episode 15 of The Official Saastr Podcast. Joining me today, I am delighted to welcome, Nicolas Dessaigne. Nicolas is the CEO and Co-Founder of Algolia, Algolia are a brilliant case study for the successful pivot, having started off life as an offline search engine for mobiles but really took off by helping companies deliver an intuitive search-as-you-type experience on their websites and mobile apps. They participated in Y Combinator's Winter 2014 batch and raised $18.3M in May 2015 from the likes of Accel Partners, Point Nine Capital, Storm Ventures and many more incredible investors. and in today's show with Nicolas we discuss: Why is company culture so important and was it fundamental for Nicolas and Julien to have this outlined from the beginning? How did Nicolas implement the vision for the company future when founding the Algolia? How does Nicolas look to balance the scaling of the business with maintenance of company culture? What were Nicolas' biggest takeaways from his time at YC?  How can SaaS startups optimise the fundraising process to also be a source of business development? In a round we call the 60 Second Saastr, we also hear: Hiring Your First VP of Sales: When and What Questions To Ask? Nicolas' favourite SaaS resource? What would Nicolas do differently if he were to start the journey again? If you would like to find out more about the show and the guests presented you can follow us on Twitter here: Jason Lemkin Harry Stebbings Saastr Nicolas Dessaigne",4/22/2016 6:08:44,30578ffd5c3e9ed81a32ae4709ee035c,Nicolas Dessaigne,CEO,Algolia,Search (API),Early,"Market to enterprise, while keeping our developer identity",NA,"Move from SDK to SaaS; need to find a good balance between vision and what customers ask for; user experience, developer experience and infrastructure gives credibility for large customers; hustle: solve one problem and do it better than anyone; able to grow without much of a sales and marketing culture (due to strong dev community); cheap product isn't a good thing (hurting them for larger customers); transparency is critical for developers; some marketing, did some viral hacks by providing search for open source docs, etc; 10 years ago, a CIO would make the choice; but now developers make the choice; content marketing is critical; 95% inbound sales today, much to do on outbound still; solution v tool: more on tool today (api economy building blocks); apis are eating software to help devs get to market faster; "
016,http://saastr.libsyn.com/saastr-016-kris-duggan-betterworks-on-why-quarterly-public-goal-setting-should-be-an-integral-part-of-your-company,SaaStr 016: Kris Duggan @ Betterworks on Why Quarterly Public Goal Setting Should Be An Integral Part Of Your Company,"Joining us today, I am delighted to have Kris Duggan, Founder & CEO @ Betterworks, a cloud platform that allows the enterprise to set and manage goals. By applying goal science thinkning, Betterworks drives companies to become operationally excellent and provides powerful insights about how work gets done. Betterworks has raised funding from true legends of the valley with their last round being led by John Doerr @ Kleiner Perkins. In today's show with Kris we discuss: How Kris came to be Founder & CEO @ Betterworks, following his previous founding of Badgeville? Kris has previously emphasised the importance of focus, so how did Kris apply that focus with Betterworks, following his previous founding experience with Badgeville? How did Betterworks approach customer acquisition in the early days? Does it have to be the CEO connecting with prospects in the early days? How did Kris approach the balance of inbound vs outbound in scaling Betterworks? Kris has previously said, ‘2 by 2’ approach is key with outbound, why is that? In a goal setting environemnet how do you prevent disincentvisation if goals are not met and targets are not achieved?  Why is customer success such a fundamental focus for Kris as a second time CEO? What were the other big realisations of being a second time CEO? In a round we call the 60 Second Saastr, we also hear: Biggest challenge in growing Betterworks? If Kris could start the process again, what would he do differently? Kris’ favourite SaaS resource? What CEO skill is Kris most proud of? If you would like to find out more about the show and the guests presented you can follow us on Twitter here: Jason Lemkin Harry Stebbings Saastr Kris Duggan",4/25/2016 8:01:03,bb5ca36a5819ce14d18013020903ecf4,Kris Duggan,CEO,Betterworks,Goal Setting (HR),Early,Finding highly talented engineers,saastr; Bessimer 10 laws of Being SaaSy; Redpoint Tomasz Tunguz,"Software for setting goals; less about competition than more about meaning of your work; quarterly, public goals (social contract); avg goal shelf life is 40 days; public cheer v. nudge; suggest decoupling financial and goals (encourages conservative goal setting); goals often end up just ""the things we need to get done this quarter"": pricing: every customer was a paying customer to test value prop; Customer success: large part of top-line can be from renewing and growing existing customers"
017,http://saastr.libsyn.com/saastr-017-why-fellow-founders-make-the-best-advisors-a-transparent-pricing-model-is-fundamental-with-laura-behrens-wu-co-founder-ceo-shippo,"SaaStr 017: Why Fellow Founders Make The Best Advisors & A Transparent Pricing Model Is Fundamental with Laura Behrens Wu, Co-Founder & CEO @ Shippo","Joining us today on The Official Saastr Podcast is Laura Behrens Wu, Laura is the Founder & CEO @ Shippo, the API and dashboard for all your shipping needs. They have raised from the likes of SoftTech, 500Startups, SLow Ventures and many more incredible investors. In today's show with Laura we discuss: What are API’s and what do they allow us to do? With API’s developer adoption is crucial, what has worked for Laura in terms of finding developers, onboarding them and ensuring developer retention? How much of a role does content marketing and education play in a complex product and tech stack, like Shippo? What strategies have been the most successful in educating potential lients? Why does Laura believe transparent pricing is so fundamental? How does Laura harness the freemium model while attempting to onboard large corporate clients What do the next 20 years hold for Shippo? What will it take to reach the milestones? In a round we call the 60 Second Saastr, we also hear: Most challenging element of building Shippo? Biggest advice to SMB’s on shipping options? The fundraising process: What was it like? If you would like to find out more about the show and the guests presented you can follow us on Twitter here: Jason Lemkin Harry Stebbings Saastr Laura Behrens Wu",4/29/2016 7:40:52,64eb6293b16945ab52a0b9c8f7eb84ec,Laura Behrends Wu,CEO,Shippo,Shipping (API),Early,Managing People,"personal discussions with other founders, incl 500 startups","Shipping APIs; When building out an ecommerce store, found out how annoying shipping was; how can Amazon offer free shipping, but SMBs can't; free shipping is a competitive advantage; API play - connects ecommerce to shipping companies; developer adoption: by making the API modern, it is far better than the rest of the industry; not looking for APIs, looking for lower price/faster shipping; modeled API based on Stripe (so simple); multi-carrier api; ecommerce wants better shipping, but doesn't know they need APIs -- so SEO based on operationals needs and then education on API + seek out devs looking for a shipping API; developer: product marketing, ops people: content marketing; pricing: shipping industry is traditionally opaque, so transparency is key - API metering (simple, pay as you go); next steps; looking to go upmarket & looking at data passing through the system"
018,http://saastr.libsyn.com/saastr-018-the-benefits-of-account-based-marketing-the-biggest-takeaways-from-co-founding-marketo-with-jon-miller-engagio,SaaStr 018: The Benefits Of Account Based Marketing & The Biggest Takeaways From Co-Founding Marketo with Jon Miller @ Engagio,"Delighted to welcome Jon Miller to The Official SaastrPodcast today. John is the Founder & CEO @ Engagio, the all inone account based marketing platform that allows you to accelerateyour move to account based marketing, streamline account basedreporting and analytics and map salesforce leads to targetaccounts. Prior to Engagio, Jon was the Co-Founder and CMO atrocketship, Marketo. Intoday's show with Jon we discuss:Whatreally is account based marketing and how does it differ to otherforms of marketing?Whatwere Jon’s biggest takeaways from co-founding Marketo and watch itscale into hyper-growth mode?Howcan startups determine whether account based marketing is the rightmarketing solution for them? How can startups accelerate theprocess of moving to account based marketing?Howcan startups communicate with their ideal customers in a nongimmicky, personalised fashion? What can be done to show personaland effective touches?Towhat extent does account based market intersect with account basedsales development? How much of a role will this integration play inthe future? In a round we call the60 Second Saastr,we also hear:Themost effective ABM channels?Thebiggest mistakes startups make in ABM?Thehardest element of growing Engagio from scratch? If you would like to find outmore about the show and the guests presented you can follow us onTwitter here:JasonLemkinHarry StebbingsSaastrJon Miller",5/2/2016 12:10:13,c7495714859722a43b531129bda0a9cc,Jon Miller,CEO,Engagio,Marketing,Early,"Pacing, knowing this is a long journey",NA,Co-founder of marketo; lession: build everything in balance if you can; would have paid more attention to building culture; marketo - fishing with a net (did I catch enough fish); engagio - fishing with a spear (highly targeted); sub-$25K annual - fish with a net; 50K+ fish with a spear; can't send generic messaging to any of their very few people in the world that they want relationships with; best sales people teach & tailor; account-based marketing envelops selling and customer success and prospecting -- will become account-based everything; 
019,http://saastr.libsyn.com/saastr-019-david-cancel-on-hiring-people-not-skills-the-importance-of-investing-in-relationships-and-being-scrappy,"SaaStr 019: David Cancel on Hiring People Not Skills, The Importance Of Investing In Relationships and Being Scrappy","Following our meeting at SaaStr Annual 2016, I am thrilled to welcome David Cancel. Now David really is a serial entrepreneur having founded 5 companies, with the last, Performable, being acquired by Hubspot, resulting in his taking up the position as Chief Product Officer at Hubspot. Now David is the CEO @ Drift. Drift allows you to talk to your website visitors and customers in real time. David is a master when it comes to hiring, company culture creation and maintenance and team building and we dig into all that in today’s episode, as well as:  Why David’s golden rule to recruiting is hiring people not skills? Why is cultural fit so important for future employees? How can you test for it in an interview? Can you hire a team of all A team players without having insane competition and friction? What does David mean when he says it is important for candidates to be scrappy? What signals are there that the person is an insane hustler?   What questions does David pose to get the candidate out of the standard interview style answering? How does david push them out of their comfort zone? Why does David believe it is crucial to never hire PMs who have done it before? What is the benefits of this? How does David view success? What commonalities does David se in thementiality fo those that have and have not been successful?  In a round we call the 60 Second Saastr, we also hear:  Must read books for startup CEOs? What are the 3 biggest lessons you learnt the hard way? What is David’s approach to learning?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr David Cancel ",5/6/2016 4:18:44,12d493c1a4886e8811f0e9c5ceeb4065,David Cancel,CEO,Drift,Communications (Sales),Early,NA,The Hard Thing About Hard Things by Ben Horowitz; Made in America by Sam Walton ,"Previous chief product officer at hubspot (started 5 startups); a shift from making something to managing teams; hiring; moved from hiring based on individual talents to based on team/culture qualities; culture - is this someone the team wants to be around; filter not just for a-grade players; scrappyness/grit -- what are you trying to learn? (then what have you done to learn it)? Product managers - usually found that most people with experience don't correlate with success (skills usually stage-specific); interview process: try to break them off script by redirecting the conversation; why questions better than what questions; big lessons:  99% people, 1% everything else; "
020,http://saastr.libsyn.com/saastr-020-what-do-salesforce-look-for-in-potential-investments-with-john-somorjai-executive-vice-president-of-corporate-development-salesforce-ventures,"SaaStr 020: What Do Salesforce Look For In Potential Investments with John Somorjai, Executive Vice President of Corporate Development & Salesforce Ventures","To Commemorate the 3 month anniversary of the best conference ever, SaaStr Annual 2016. We thought we would take a trip back to the conference with one of our favourite discussions featuring Jason Lemkin, Founder @ SaaStr and John Somorjai, Executive Vice President of Corporate Development & Salesforce Ventures. Salesforce Ventures invests in the next generation of enterprise technology. The Salesforce Ventures portfolio includes companies such as Box, DocuSign, Dropbox, Evernote, GainSight, MongoDB, MuleSoft, Stripe, SurveyMonkey, Twilio, and Xactly. Salesforce.com has invested in more than 150 enterprise cloud startups in 11 countries since 2009. In Today’s Episode You Will Learn:  What have been the fundamental determinants for the growth and acceleration of Salesforce in the last few years? What gave Salesforce the conviction to deploy $500m back into startup investing? With the success of Salesforce Ventures, how have John’s investing goals changed since 2009? Why should founders raise with Salesforce, what is the value add? What is John attitude to the recent pessimism in the valley? How does John approach the dichotomy of growth and reducing burn?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr John Somorjai   ",5/9/2016 4:46:24,b914dfe8d7571ce6b049403119f57b8e,John Somorjai,VP Corporate Development,Salesforce,CRM (Sales),Mature,NA,NA,"From SaaStr Annual 2016; salesforce investment program, able to pick winners that are strategic to salesforce + reasonable financial return; investee needs champion within SF; have source by biz sponsor and half from SF ventures; 10-15 investments per quarter, no board seats; Of 150 companies in the portfolio: 50% series A, 30% series B; info transparency market-to-market each quarter & first right of refusal; invest only in companies relevant to SF; 2016: conserve cash and get burn down; investment in sales is still critical; gotta get product to market asap, even if not perfect, lest you miss your opportunity; companies need to focus on attrition, rather than just product & growth; key metric, what is your attrition rate; for SFV, need to be > $3MM ARR; for successful exit, best to develop an executive relationship (dating v. marriage); be transparent for corporate dev: ""can't tell you how many companies won't tell me their revenue, who the hell cares?  There is nothing confidential about your revenue""; "
021,http://saastr.libsyn.com/saastr-021-crossing-the-chasm-from-b2c-to-b2b-with-johnny-chin-founder-ceo-bannerman,"SaaStr 021: Crossing The Chasm: From B2C To B2B with Johnny Chin, Founder & CEO @ Bannerman","I am so excited to welcome Johnny Chin, Founder & CEO @ Bannerman to The Official SaaStr Podcast today. Bannerman is the company that provides on demand security staff and bouncers to some of the world’s biggest companies including Spotify, Y Combinator, Weebly, Optimizely and many more incredible firms. Bannerman are also an alum of YC having been in their YC S14 Class. In Today’s Episode You Will Discover:  Why did Johnny decide to transition Bannerman from B2C to B2B? WHat metrics suggested to Johnny that product market fit had not been achieved with the B2C model? How did the transition affect the product? What does Johnny mean when he discusses ‘Wizard Of Oz’ moments? How did Johnny go about developing and establishing a sales process? What were the inherent challenges and how did JOhnny combat them? At what stage did Bannerman reach profitability and what does this allow Bannerman to now do and focus on? SHould it be a priority over growth for other SaaS businesses? How Johnny approaches brand building at Bannerman? Why brand is so important for B2B companies? What are the must do’s and the must not’s when it comes to B2B branding?  In a round we call the 60 Second Saastr, we also hear:  Most challenging element of the journey? Fave SaaS resources and reading materials? Competitive landscape for on demand security?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Johnny Chin ",5/13/2016 9:59:09,a257a3e0d0faa4010f49c6e8e1666177,Johnny Chin,CEO,Bannerman,Security Personnel,Early,Focus,From Impossible To Inevitable by Aaron Ross,"Platform to hire/manage security guards; originally a B2C, but limited resources so focused on B2B; same day security coverage compared to traditional players; listening to customers: ""if you had a magic wand, what would you want""; try to solve problems with engineering; $40B on security guards spent on US alone; Advice to building brand in B2B: listen to customers and then you'll pull out your brand"
022,http://saastr.libsyn.com/saastr-022-what-makes-a-great-sales-leader-how-to-detect-bs-in-sales-reps-with-russ-hearl-datahug,SaaStr 022: What Makes A Great Sales Leader & How To Detect BS in Sales Reps with Russ Hearl @ Datahug,"I am so excited to welcome Russ Hearl, Head of Sales @ Datahug. Datahug is a pipeline management and forecasting solution within Salesforce and backed by the likes of DFJ and Salesforce Ventures. Prior to Datahug, Russ was the VP of Sales at DoubleDutch where he built a sales machine that delivered over 1,500 new customer wins and took the business from $0 to over $20 million ARR in less than three years.  A true thought leader in sales optimization and selling velocity. In Today’s Episode You Will Discover:  What makes a great SaaS sales leader? How can you spot the BS and the façade of someone who does not have what it takes? How do the best leaders run 1 on 1’s with their reps? How can leaders optimise this time and interaction? Is there anything they should avoid in the process? ? How can sales leaders go about introducing elements of competition into sales without disincentivising the loser? What is the buddy system and how does that work? Why do SaaS founders need to make pipeline velocity optimization a priority today? What are the biggest opportunities in improving pipeline velocity?  In a round we call the 60 Second Saastr, we also hear:  Biggest opportunities in improving pipeline velocity? Fave SaaS resources and reading materials? What are the biggest mistakes people make in pipeline velocity?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr ",5/16/2016 4:14:47,a31a23b329da15c3d948f0d4337895c3,Russ Hearl,Head of Sales,Datahug,Analytics (Sales),Growth,,The Goal by Eliyahu M. Goldratt,"Used Datahug in previous company; liked the results and moved to their VP of sales; when hiring sales managers, can they articulate the science, not just coaching, do they understand sales velocity; trend has gone toward inbound sales, which allows for much better analytics, sales is becoming much more data-driven; one-on-one, old school: pipeline, ask same 3-4 forecast questions; and try to understand based on gut feel, so more of an interrogation; new school: sales manager should already know that info, so one-on-one would be be more collabtorative/coaching; hardest things -- when sales reps are single-threaded (rather than go around and do the ""producttive conflict"" within the cycle); inspire competitiveness like a sibling rivalry (tie some compensation to how they do as a tandem) then switch out tandems; some younger sales reps are reticent to making phone calls, but after testing, phone was 2.5x better results than just emails; big arre for automation -- opportunity management (not just top of funnel); ""time kills all deals""; "
023,http://saastr.libsyn.com/saastr-023-what-it-takes-to-make-it-from-seed-to-series-a-in-saas-with-nakul-mandan-partner-lightspeed-venture-partners,"SaaStr 023: What It Takes To Make It From Seed To Series A in SaaS with Nakul Mandan, Partner @ Lightspeed Venture Partners","Joining us today on The Official Saastr Podcast is Nakul Mandan, Partner @ Lightspeed Venture Partners, where he focuses on early stage SaaS investments. At Lightspeed, Nakul led the firm’s investments in Gainsight and Reflektive. Previously, Nakul worked at Battery Ventures, where he helped lead the firm’s investments in category defining companies such as Marketo, BlueJeans Networks, Gainsight, Intacct, 6Sense and Yesware. Prior to Battery, Nakul worked at Blue River Capital, a growth stage investor focused on India. In today's show with Nakul we discuss:  How Nakul came to be one of the leading SaaS investors in the US? What will the 2nd phase of the consumerization of the enterprise entail? What innovation will we see in business model? How important is predictable revenue for early stage startups? Hoe can they mitigate the circumstances of losing it? What more needs to be done to ensure the continuation of consumerising traditional enterprise software? What does Nakul hone in on when considering investing in a SaaS startup for Series A? What are the metrics and requirements that matter? At this stage are there large data sets and metrics to rely on?  In a round we call the 60 Second Saastr, we also hear:  Fave SaaS reading material? Greenfield Opportunities in SaaS? SaaS Founder Nakul most respects and admires?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Nakul Mandan ",5/20/2016 5:30:32,49a47acfe5b14088dd0e75eb3442b1b7,Nakul Mandan,Partner,Lightspeed Venture,VC,Investor,NA,"Saastr, Quora, David Skok","Focus on early stage; productivity geek; 2nd phase consumerization of enterprise, ease of use 1st phase, 2nd phase is more about business model; can there be a network effect in enterprise (one winner takes all); starting to see that now; models: enterprise marketplace; zenefits, contently, building vertical network (e.g., lawyers or doctors) and can monetize that data, like github, building connected, etc; leveraging network effect; early signs: engagement, weekly active usage (if not daily), referrals and communication across network, greenfield: non-traditional industries, mfg, hourly labor, construction; system of records (marketo, gainsight) quite powerful position; Looking for in an investment? metrics are important but qualitative factors can count for more esp in early stage: team, why now v. 3 years before or later; how mission critical is the tool in the biz, market size (current + extensible), efficient go-to mkt strategy (is there already a need or do you need to educate); defensibility of business; "
024,http://saastr.libsyn.com/saastr-024-nick-mehta-ceo-gainsight-on-why-customer-success-is-the-new-sales,"SaaStr 024: Nick Mehta, CEO @ Gainsight on Why Customer Success Is The New Sales","This week on SaaStr we are celebrating the rise of GainSight with a special feature week dedicated to Gainsight and joining me today we have Gainsight CEO, Nick Mehta. Since Nick has been at the helm of Gainsight, it has experienced a meteoric rise to the top of the world of SaaS having practically created the category of customer success and revolutionising business work processes in doing so. Due to this, Gainsight has raised funding from the likes of Battery Ventures, Lightspeed Venture Partners and Bessemer Venture Partners. In today's show with Nick we discuss:  What were the solutions before Gainsight? Why were these inefficient and what the market opportunity for Gainsight? Why has the power shifted from the hands of the vendor to the hands of the customer? What can vendors to do optimise this shift? Is the proliferation of available tools and the resulting competition not dangerous as there is only so low prices can go? To what extent does Gainsight have a monopoly over the customer success market? How much should startups spend on customer success in the early days? How can one measure that success and return on investment? What does the hiring of a customer success officer look like for Nick? How can we optimise this process?  In a round we call the 60 Second Saastr, we also hear:  ACV is everything: Explain? Being a specialised CEO: Right or wrong? On again, off again hiring in sales?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Nick Mehta ",5/23/2016 3:51:42,55505e864e3cb485b2afd4b6b318082a,Nick Mehta,CEO,Gainsight,Customer Success,Growth,NA,NA,"Solving needs of recurring revenue company; biggest challenge at previous company was managing existing customers; system at previous company: excel + weekly meeting; old model: post-sales didn't really matter, but that is opposite in SaaS; how to you drive the most value possible to the customer; too many choices for customers and no lock-in; early bet, not software but community + job function; customer success - early stage: insight and learning (becoming a very early higher), what is target acv per customer... changes everything; hiring: have a great pipeline for everyone, but particuarly for sales (always be hiring); not ""A Players"" but more the right person/fit for the situation; what are saas companies getting wrong with customer success? - 1: not only about churn reductionn, also about upsell, expansion and advocacy (so your customers become your best salesperson) 2: hire the wrong person, maybe passionate, but not operationally focused 3) they put it under another exec (""this will be the part time responsibility of marketing or sales""), 4) make it about people and heroics vs process, 5) think about it as just the CSM team's responsibility, but they're just the quarterback that the rest of the company rallies around; new world: much more of the LTV of customer is post-initial-sale; "